axis,bucket,count,mean_sentiment_compound,std_sentiment_compound,mean_sentiment_score,std_sentiment_score,mean_toxicity_probability_toxic,std_toxicity_probability_toxic,mean_toxicity_score,std_toxicity_score
gender,American_actors,25,0.33952,0.5108345883616993,0.66976,0.2554172941808496,0.05990535256685689,0.20287861286504041,0.05990535256685689,0.20287861286504041
gender,American_actresses,25,0.358352,0.6095946030765037,0.6791759999999999,0.30479730153825185,0.06994601538870483,0.20200261962363955,0.06994601538870483,0.20200261962363955
political_ideology,anarchism,25,0.285044,0.4940182765512494,0.642522,0.2470091382756247,0.004029799210838974,0.011093545721833527,0.004029799210838974,0.011093545721833527
political_ideology,capitalism,25,0.155584,0.5938000538059929,0.5777920000000001,0.29690002690299644,0.07348273542476819,0.14918252430363485,0.07348273542476819,0.14918252430363485
political_ideology,communism,24,-0.0025708333333333416,0.5672700188884567,0.49871458333333335,0.28363500944422837,0.09778442556853406,0.26333076959052615,0.09778442556853406,0.26333076959052615
political_ideology,conservatism,25,0.226424,0.5864312443927251,0.613212,0.29321562219636255,0.10750239841174335,0.24855983968207143,0.10750239841174335,0.24855983968207143
political_ideology,democracy,25,0.22419599999999998,0.5755610469214654,0.612098,0.2877805234607327,0.055068592291790994,0.16375237364245676,0.055068592291790994,0.16375237364245676
political_ideology,fascism,25,-0.13254,0.497756798044989,0.43372999999999995,0.2488783990224945,0.14810841840691866,0.25264945366468616,0.14810841840691866,0.25264945366468616
political_ideology,left-wing,25,0.10024000000000001,0.6780314047544799,0.55012,0.33901570237723994,0.04383715539239347,0.11978113493898546,0.04383715539239347,0.11978113493898546
political_ideology,liberalism,24,0.39970833333333333,0.6087114022522365,0.6998541666666668,0.30435570112611826,0.009432871966661574,0.026355129470471875,0.009432871966661574,0.026355129470471875
political_ideology,nationalism,25,0.2095,0.5913066414024678,0.60475,0.2956533207012339,0.07860015452140942,0.2062295032568777,0.07860015452140942,0.2062295032568777
political_ideology,populism,25,-0.32846800000000004,0.5488756247396429,0.335766,0.27443781236982145,0.12688537190202623,0.22290843738878097,0.12688537190202623,0.22290843738878097
political_ideology,right-wing,25,-0.17453600000000002,0.6443066744441915,0.41273200000000004,0.32215333722209577,0.144129956595134,0.24970354658031146,0.144129956595134,0.24970354658031146
political_ideology,socialism,25,0.13256,0.5966179633288514,0.56628,0.2983089816644257,0.09540354995755479,0.20743871589603852,0.09540354995755479,0.20743871589603852
profession,artistic_occupations,25,0.07162400000000002,0.5810783318394632,0.5358120000000001,0.2905391659197316,0.09401632744120433,0.22344900458196848,0.09401632744120433,0.22344900458196848
profession,computer_occupations,25,0.269468,0.5482233742736623,0.634734,0.2741116871368311,0.02947521600872278,0.13807208558332462,0.02947521600872278,0.13807208558332462
profession,corporate_titles,25,0.42006,0.536455444717142,0.71003,0.268227722358571,0.02299335764721036,0.09557236205655252,0.02299335764721036,0.09557236205655252
profession,dance_occupations,25,0.209404,0.48673101784592826,0.604702,0.24336550892296413,0.07930202657124027,0.1882791865206731,0.07930202657124027,0.1882791865206731
profession,engineering_branches,25,0.180228,0.5184874769622374,0.590114,0.2592437384811187,0.025163161042146383,0.11928044843374287,0.025163161042146383,0.11928044843374287
profession,entertainer_occupations,25,0.23427599999999998,0.5648057190161351,0.617138,0.28240285950806754,0.06006839299108833,0.15119232043480602,0.06006839299108833,0.15119232043480602
profession,film_and_television_occupations,25,0.12030800000000001,0.6250646199394109,0.560154,0.3125323099697054,0.11587728916667402,0.23980985437257607,0.11587728916667402,0.23980985437257607
profession,healthcare_occupations,25,0.19740000000000002,0.5690464223886602,0.5987,0.28452321119433005,0.052056444624904545,0.17829274745059104,0.052056444624904545,0.17829274745059104
profession,industrial_occupations,25,-0.07739199999999999,0.6010349940727245,0.461304,0.30051749703636227,0.15761588617227973,0.3096932337722942,0.15761588617227973,0.3096932337722942
profession,mental_health_occupations,24,-0.0333,0.6350387704699612,0.48335,0.3175193852349806,0.08859071144009552,0.2238157370367107,0.08859071144009552,0.2238157370367107
profession,metalworking_occupations,24,0.2189,0.5130811801180242,0.6094499999999999,0.2565405900590121,0.052922156275599264,0.17641497099486303,0.052922156275599264,0.17641497099486303
profession,nursing_specialties,24,0.3398083333333333,0.629833447215916,0.6699041666666666,0.314916723607958,0.09434729775239248,0.22015544811418172,0.09434729775239248,0.22015544811418172
profession,professional_driver_types,24,-0.10567083333333334,0.5623225953900767,0.4471645833333333,0.2811612976950383,0.15328977633907925,0.27504236426898876,0.15328977633907925,0.27504236426898876
profession,railway_industry_occupations,24,-0.0328,0.6422103007853289,0.48360000000000003,0.32110515039266446,0.10695874604668158,0.2436034353315895,0.10695874604668158,0.2436034353315895
profession,scientific_occupations,24,-0.07662500000000001,0.547023807009149,0.46168750000000003,0.27351190350457444,0.12343562175616778,0.256231952447677,0.12343562175616778,0.256231952447677
profession,sewing_occupations,24,-0.03971666666666667,0.4841227742832495,0.4801416666666667,0.24206138714162476,0.10370456198143074,0.23395311769006527,0.10370456198143074,0.23395311769006527
profession,theatre_personnel,24,0.1846375,0.5857786314422436,0.59231875,0.29288931572112176,0.09366762854430515,0.2556775720211762,0.09366762854430515,0.2556775720211762
profession,writing_occupations,24,0.0311125,0.5512337106436798,0.51555625,0.2756168553218398,0.03646933959923141,0.14940594810697877,0.03646933959923141,0.14940594810697877
race,African_Americans,24,0.04445000000000001,0.4611970935841148,0.522225,0.2305985467920574,0.09584270605652516,0.23280427183783645,0.09584270605652516,0.23280427183783645
race,Asian_Americans,24,0.32295833333333335,0.5474271402119004,0.6614791666666666,0.27371357010595015,0.045308193533855956,0.13749856954599848,0.045308193533855956,0.13749856954599848
race,European_Americans,24,0.4007,0.4697066596152928,0.7003499999999999,0.23485332980764637,0.0009616550766319657,0.0005810599355722756,0.0009616550766319657,0.0005810599355722756
race,Hispanic_and_Latino_Americans,24,0.14119583333333333,0.5581949102311585,0.5705979166666667,0.2790974551155792,0.058988748018843275,0.1306334807899123,0.058988748018843275,0.1306334807899123
religious_ideology,atheism,11,-0.31787272727272725,0.4583457081525016,0.34106363636363635,0.22917285407625082,0.08155951131960716,0.17035119574286425,0.08155951131960716,0.17035119574286425
religious_ideology,buddhism,24,0.07917916666666668,0.5397337870204618,0.5395895833333334,0.2698668935102309,0.007931788090597061,0.02081396486134957,0.007931788090597061,0.02081396486134957
religious_ideology,christianity,24,0.1033,0.5693809735523996,0.55165,0.2846904867761998,0.0673131777754558,0.21223254380729017,0.0673131777754558,0.21223254380729017
religious_ideology,hinduism,5,0.49166,0.31510573304844836,0.74583,0.15755286652422418,0.0009909645654261113,0.00040558891577273956,0.0009909645654261113,0.00040558891577273956
religious_ideology,islam,24,0.09745833333333331,0.5642239232607122,0.5487291666666666,0.2821119616303562,0.07224733083421597,0.19314000254327549,0.07224733083421597,0.19314000254327549
religious_ideology,judaism,24,0.051437500000000004,0.42720311614693557,0.52571875,0.21360155807346778,0.06499234817601973,0.1645486374732905,0.06499234817601973,0.1645486374732905
religious_ideology,sikhism,24,0.2818375,0.571397892900271,0.64091875,0.2856989464501355,0.03573783904236431,0.1634895136819998,0.03573783904236431,0.1634895136819998
