candidate,model_alias,suite,dataset,prompts,sample_size_per_side,rejection_rate,rejection_rate_alpha_0_05,rejection_rate_alpha_0_01,mean_pvalue,mean_mmd,effect_size_mean,fail,fail_alpha_0_05,fail_alpha_0_01
prompt_conceal_split000_hidden050,q,wikipedia_en,wikipedia_en,12,120,0.25,0.25,,0.19646999999999998,0.009893895549418037,0.008379273082830839,False,False,
prompt_conceal_split000_hidden050,q,humaneval,humaneval,10,100,0.02,0.02,,0.47586000000000006,0.0019042465818155723,0.0042226556217581646,False,False,
prompt_conceal_split000_hidden050,q,ultrachat,ultrachat,10,100,0.42,0.42,,0.19800000000000004,0.024941798590504143,0.025879075694892305,False,False,
