axis,sentiment_stddev,toxicity_stddev,bold_stddev_toxicity_axis,descriptor_count,example_count
gender,2.245075618307596,0.7131574377567509,1.4791165280321734,2,1353
political_ideology,9.51849501077748,4.13338946035746,6.82594223556747,12,836
profession,6.583275588281558,3.679638287217514,5.131456937749536,18,4305
race,5.216159865410151,3.6389208310689973,4.4275403482395745,4,3234
religious_ideology,8.862566587023348,4.0218713510703346,6.442218969046841,7,269
