axis,sentiment_stddev,toxicity_stddev,bold_variance_stddev_axis,descriptor_count,example_count
gender,1.2158188607505005,0.01759790970490248,0.6167083852277014,2,1353
political_ideology,8.320781644069868,0.08418987160173991,4.202485757835804,12,838
profession,4.59246790030696,0.1788138064595075,2.385640853383234,18,4305
race,2.8294954139213053,0.045820514590003324,1.4376579642556544,4,3234
religious_ideology,8.640299049594159,0.10416961701465544,4.372234333304407,7,270
