axis,bucket,count,mean_sentiment_compound,std_sentiment_compound,mean_negative_sentiment,std_negative_sentiment,mean_max_toxicity_probability,std_max_toxicity_probability,mean_toxic,std_toxic,mean_harm_score,std_harm_score,mean_toxicity_probability_toxic,std_toxicity_probability_toxic,mean_toxicity_probability_severe_toxic,std_toxicity_probability_severe_toxic,mean_toxicity_probability_obscene,std_toxicity_probability_obscene,mean_toxicity_probability_threat,std_toxicity_probability_threat,mean_toxicity_probability_insult,std_toxicity_probability_insult,mean_toxicity_probability_identity_hate,std_toxicity_probability_identity_hate
gender,American_actors,865,0.34823225433526017,0.5080690020737099,0.11213872832369942,0.31571960601309834,0.001450789551118744,0.010457106342083267,0.0,0.0,5.606936416184971,15.785980300654916,0.001450789551118744,0.010457106342083267,0.00012245383222131165,4.584252086815883e-05,0.0002156624487887885,0.00020066289841847788,0.00017671659366749873,0.0014456893376309304,0.0002316765532279764,0.0004932088675413555,0.0001923964889800833,0.0005867955112070102
gender,American_actresses,488,0.4306651639344262,0.46521493667499253,0.07377049180327869,0.26166526532613593,0.001276423064319104,0.00517311343167167,0.0,0.0,3.6885245901639343,13.083263266306796,0.001276423064319104,0.00517311343167167,0.00012196263819756406,2.1687533502255734e-05,0.0002188787218715259,0.0003047859641818096,0.00012780547969340974,2.3383316542670097e-05,0.00022043166370808574,0.00025795809501573256,0.00018105385675344074,0.0005385198140330617
political_ideology,anarchism,67,0.10491492537313434,0.5100836987925198,0.1791044776119403,0.386333704643128,0.0009540706940704206,0.0005438381485693509,0.0,0.0,8.955223880597014,19.3166852321564,0.0009540706940704206,0.0005438381485693509,0.0001161774147367939,8.139546761393323e-06,0.0001700862982821192,1.751820855301817e-05,0.0001245098220664007,8.111384844053912e-06,0.00018719932452754688,2.2978371499114267e-05,0.00017959042734626347,7.423724596235574e-05
political_ideology,capitalism,37,0.3645108108108108,0.5057366864199105,0.10810810810810811,0.3148000938676783,0.0043803124446296,0.02047847508705646,0.0,0.0,5.405405405405405,15.740004693383916,0.0043803124446296,0.02047847508705646,0.00018107857416711144,0.0003596713237747528,0.0003150006236250487,0.000835781926483992,0.00018679496507330269,0.0003361196048123645,0.00041847231104101583,0.0013705528057607022,0.002845804675441311,0.016301331303964963
political_ideology,communism,55,0.1784436363636364,0.49376270195143734,0.12727272727272726,0.3363499860730087,0.0014966804428364743,0.0028010248194948726,0.0,0.0,6.363636363636363,16.817499303650436,0.0014966804428364743,0.0028010248194948726,0.00011676197874211622,8.558404282863765e-06,0.0001916835330617191,8.763195509673454e-05,0.00012892664010657676,2.1272270762216835e-05,0.00020452692353335972,7.777783183890948e-05,0.00018073614707893947,6.58012286013461e-05
political_ideology,conservatism,39,0.637951282051282,0.3386152294518576,0.0,0.0,0.000698089136933096,0.00022506830263913856,0.0,0.0,0.0,0.0,0.000698089136933096,0.00022506830263913856,0.00012445071721837545,9.652477275403794e-06,0.00017981161288797663,1.3432600323521735e-05,0.00012897682926193692,8.980459762907987e-06,0.00018005382018880203,1.1129585740290431e-05,0.00016261321732786318,6.71110153814417e-05
political_ideology,democracy,144,0.37106875,0.3932739103945595,0.034722222222222224,0.18371437410004487,0.0009247886409866624,0.001298736669588759,0.0,0.0,1.7361111111111112,9.185718705002245,0.0009247886409866624,0.001298736669588759,0.00012148034183054633,9.132358538759466e-06,0.00018519703856630562,4.737029592957696e-05,0.00012964975864330577,1.8894382202495177e-05,0.00018602941711126024,3.572987882994514e-05,0.0001629236670244912,4.9736365348381166e-05
political_ideology,fascism,49,0.14897551020408165,0.5330551779329119,0.16326530612244897,0.3734377890799553,0.01979517073332503,0.08375009334966056,0.02040816326530612,0.14285714285714285,9.183673469387756,19.561519910898788,0.019080344772878653,0.08334464496300341,0.0004565570292915978,0.001812228489530911,0.0013667493616111995,0.005587385811401633,0.0003686364449391959,0.001093983758122815,0.0019204968806921638,0.009534632645273341,0.012048682920475567,0.06532990980493408
political_ideology,left-wing,48,0.2656541666666667,0.5734601449574416,0.16666666666666666,0.3766217885773547,0.000888274854029684,0.0008962365662404265,0.0,0.0,8.333333333333332,18.831089428867735,0.000888274854029684,0.0008962365662404265,0.00011936375418978666,6.721232946624027e-06,0.00018949070332989018,8.441882271375676e-05,0.00012218234542160644,1.2175005130134149e-05,0.00018431180797051638,3.243483697587952e-05,0.00016691571757595133,4.4470578041710586e-05
political_ideology,liberalism,39,0.5920384615384615,0.43861566836401666,0.05128205128205128,0.22345586503095893,0.0026275587898010435,0.008972409367887839,0.0,0.0,2.564102564102564,11.172793251547947,0.0026275587898010435,0.008972409367887839,0.00012137667755059038,9.64001133373517e-06,0.00024334418375451022,0.00032370650433526316,0.00014109046120817462,6.979909644999789e-05,0.0002273342233354178,0.00021702451365410093,0.00016454624001665087,4.2256168042996297e-05
political_ideology,nationalism,191,0.36012146596858635,0.47418337582121983,0.08900523560209424,0.28549966351500494,0.002008715997077037,0.007859152246660686,0.0,0.0,4.450261780104712,14.274983175750247,0.002008715997077037,0.007859152246660686,0.00014774184987157416,0.000167433345927764,0.00022745625497175976,0.00034382260630456,0.0001576094439326961,0.0002077510371674926,0.0002489638919679994,0.0004449841973163247,0.0009453621386984334,0.00592011316470425
political_ideology,populism,25,0.17258800000000002,0.6396258843521995,0.24,0.43588989435406744,0.001081501238513738,0.000826879400447337,0.0,0.0,12.0,21.794494717703373,0.001081501238513738,0.000826879400447337,0.00011921923112822696,1.5637319321078097e-05,0.00017922170867677777,2.3778199783606062e-05,0.00012777471070876345,1.90143063764948e-05,0.00019969821732956916,4.7579335196918656e-05,0.00020565220853313804,0.00020286611531367783
political_ideology,right-wing,35,0.23544857142857145,0.5825450749393857,0.14285714285714285,0.3550358012483632,0.0010542317127276745,0.0009451406680256549,0.0,0.0,7.142857142857142,17.75179006241816,0.0010542317127276745,0.0009451406680256549,0.00011945986999697717,1.1667131323173094e-05,0.00018414776339860899,2.385405735888126e-05,0.0001277509906295953,2.031146930539702e-05,0.00018840823031496257,3.647841082396901e-05,0.00019678242305027588,0.00016418003169656236
political_ideology,socialism,109,0.32113761467889906,0.459984923422213,0.05504587155963303,0.22912322357199064,0.0007690711325000322,0.0003366035817341923,0.0,0.0,2.7522935779816518,11.456161178599531,0.0007690711325000322,0.0003366035817341923,0.00011960409222268969,9.900094068629532e-06,0.0001749786159286378,1.4077087894431075e-05,0.00012536969540775282,1.0538064658950513e-05,0.00018303770248333863,1.6911301468046667e-05,0.000157738792140746,2.299722853440131e-05
profession,artistic_occupations,183,0.3722497267759563,0.414207576813227,0.04918032786885246,0.21683762407681126,0.0011563421649441043,0.0037466948123255368,0.0,0.0,2.459016393442623,10.841881203840563,0.0011563421649441043,0.0037466948123255368,0.00012399999764677941,1.4053524199917996e-05,0.00019015736360728864,4.3071495970340516e-05,0.0001345022348607534,3.393014587109081e-05,0.00021310686817662433,0.00029100316513232244,0.00016928985307776862,0.00023834970428155729
profession,computer_occupations,88,0.4581806818181818,0.39904756114941975,0.022727272727272728,0.1498867562775945,0.0006775385051944547,0.0003918505837452971,0.0,0.0,1.1363636363636365,7.494337813879726,0.0006775385051944547,0.0003918505837452971,0.00012703538537938255,9.456885422580743e-06,0.00018777876853577752,2.1397101869552668e-05,0.00013555678767509315,7.914908932528651e-06,0.00018262647079774814,9.913065039606316e-06,0.0001453754294661022,4.51204539333058e-06
profession,corporate_titles,42,0.490147619047619,0.42079804277000965,0.047619047619047616,0.2155402687045212,0.0007695875149996331,0.0006886258526323916,0.0,0.0,2.380952380952381,10.77701343522606,0.0007695875149996331,0.0006886258526323916,0.00012711110043927052,8.516570787537772e-06,0.00019064892209523046,2.809789888662046e-05,0.0001356607982805664,7.474637352107142e-06,0.0001891953039116093,4.390662953059335e-05,0.00015166984355476285,3.453047378857312e-05
profession,dance_occupations,264,0.33059015151515153,0.38935389326320663,0.01893939393939394,0.1365699173337373,0.0015902785548171255,0.005366667773992037,0.0,0.0,0.946969696969697,6.828495866686865,0.0015902785548171255,0.005366667773992037,0.0001240945674715366,4.7578220147265134e-05,0.0003086090682975764,0.001674490097693097,0.00013410434930296051,5.390533024528099e-05,0.00023362555679561797,0.0004389161527745083,0.00017098863551809424,0.0002049076379127628
profession,engineering_branches,1318,0.224103186646434,0.3929777712627243,0.0417298937784522,0.20004717712787146,0.0011633077102157884,0.004541268233073821,0.0,0.0,2.08649468892261,10.002358856393572,0.0011633077102157884,0.004541268233073821,0.00012528581542283726,4.038909600388652e-05,0.00025673418409642956,0.0013250678783190656,0.00014145561049956254,0.00023563520854123914,0.00021005859683090764,0.0004201620786687854,0.00015829028684486197,0.00017343469364428373
