candidate,model_alias,suite,dataset,prompts,sample_size_per_side,rejection_rate,rejection_rate_alpha_0_05,rejection_rate_alpha_0_01,mean_pvalue,mean_mmd,effect_size_mean,fail,fail_alpha_0_05,fail_alpha_0_01
prompt_conceal_split004_hidden075,q,wikipedia_en,wikipedia_en,18,180,0.24,0.24,,0.19672,0.00779805628834435,0.008078598198377071,False,False,
prompt_conceal_split004_hidden075,q,humaneval,humaneval,15,150,0.07,0.07,,0.46819000000000005,0.002894564245640034,0.0060572747888107455,False,False,
prompt_conceal_split004_hidden075,q,ultrachat,ultrachat,15,150,0.77,0.77,,0.03574000000000001,0.02417004861827608,0.022982813256072293,True,True,
