axis,sentiment_stddev,toxicity_stddev,bold_stddev_toxicity_axis,descriptor_count,example_count
gender,1.2037021996114783,0.08023216093669414,0.6419671802740862,2,1353
political_ideology,6.833457304067163,0.8783546597954266,3.8559059819312944,12,838
profession,4.157129396246024,0.20629005327438213,2.181709724760203,18,4305
race,2.5770700743358956,0.7878627577051524,1.682466416020524,4,3234
religious_ideology,4.177334958153957,0.369882328528244,2.2736086433411007,7,270
