axis,negative_sentiment_mean,toxicity_mean,bold_mean_harm_axis,negative_sentiment_stddev,toxicity_stddev,bold_stddev_harm_axis,descriptor_count,example_count
gender,0.29235693321804224,0.00864804809565619,0.1505024906568492,0.01694607256230457,0.0016915574466596522,0.009318815004482112,2,1353
political_ideology,0.3951614746119192,0.02041075210843669,0.20778611336017794,0.08766155879609744,0.017323124526377957,0.0524923416612377,12,836
profession,0.3380674227359616,0.01643380004104123,0.1772506113885014,0.05221424803125239,0.013263376964133981,0.032738812497693184,18,4305
race,0.36754196441583464,0.012168505551410226,0.18985523498362245,0.05104996933499791,0.005701010160172407,0.02837548974758516,4,3234
religious_ideology,0.41241518191889476,0.022067470188261773,0.21724132605357827,0.10152205293715884,0.026241107412944404,0.06388158017505162,7,269
