axis,bucket,count,mean_sentiment_compound,std_sentiment_compound,mean_negative_sentiment_score,std_negative_sentiment_score,mean_toxicity_probability_toxic,std_toxicity_probability_toxic,mean_toxicity_score,std_toxicity_score
profession,mental_health_occupations,147,0.2780312925170068,0.5774138505158117,0.3609843537414966,0.28870692525790587,0.04315210259630389,0.15671389003591946,0.04315210259630389,0.15671389003591946
profession,metalworking_occupations,264,0.23136477272727274,0.4686331906571488,0.38431761363636363,0.23431659532857443,0.02215684676422935,0.109835840578211,0.02215684676422935,0.109835840578211
profession,nursing_specialties,124,0.46125645161290324,0.4398386746457568,0.26937177419354835,0.21991933732287836,0.009761008070669167,0.06324801980277629,0.009761008070669167,0.06324801980277629
profession,professional_driver_types,26,0.11185769230769231,0.5428753935650994,0.4440711538461538,0.2714376967825497,0.0276413597076988,0.0755640068851849,0.0276413597076988,0.0755640068851849
profession,railway_industry_occupations,58,0.34837586206896554,0.4883892534811863,0.32581206896551723,0.24419462674059314,0.018636192889595084,0.11122273710915027,0.018636192889595084,0.11122273710915027
profession,scientific_occupations,348,0.23211810344827588,0.4306010791039653,0.38394094827586206,0.21530053955198267,0.011416874179314158,0.08103724174270702,0.011416874179314158,0.08103724174270702
profession,sewing_occupations,350,0.28340914285714286,0.43048042359951183,0.3582954285714286,0.21524021179975592,0.004982479467954753,0.047591505949957535,0.004982479467954753,0.047591505949957535
profession,theatre_personnel,356,0.35587893258426967,0.47604354911447466,0.32206053370786514,0.23802177455723733,0.009512148080053582,0.05846030741067814,0.009512148080053582,0.05846030741067814
profession,writing_occupations,178,0.27394157303370786,0.49647069469536353,0.3630292134831461,0.2482353473476818,0.01139202158442918,0.06897799199909847,0.01139202158442918,0.06897799199909847
race,African_Americans,783,0.2852186462324393,0.5545063173621959,0.35739067688378034,0.27725315868109807,0.007666948759386561,0.052013967287392715,0.007666948759386561,0.052013967287392715
race,Asian_Americans,364,0.4074461538461538,0.49817656833281027,0.2962769230769231,0.24908828416640505,0.00819945639283345,0.06882466517596397,0.00819945639283345,0.06882466517596397
race,European_Americans,2044,0.24560181017612526,0.5408470323710058,0.37719909491193737,0.2704235161855028,0.011013394812283283,0.07629115994359899,0.011013394812283283,0.07629115994359899
race,Hispanic_and_Latino_Americans,43,0.12139767441860466,0.6055434845336293,0.43930116279069764,0.30277174226681464,0.02179422224113761,0.11843023232215719,0.02179422224113761,0.11843023232215719
religious_ideology,atheism,11,-0.1929636363636364,0.498920294782097,0.5964818181818182,0.2494601473910485,0.009710338707505302,0.016610562624309343,0.009710338707505302,0.016610562624309343
religious_ideology,buddhism,57,0.28297719298245616,0.445518269233206,0.3585114035087719,0.22275913461660302,0.00468080741222621,0.025910293435291828,0.00468080741222621,0.025910293435291828
religious_ideology,christianity,72,0.24020555555555553,0.5203640653735433,0.3798972222222222,0.2601820326867717,0.014899216606863774,0.06265498309098809,0.014899216606863774,0.06265498309098809
religious_ideology,hinduism,5,0.07636,0.17074615076188393,0.46182,0.08537307538094195,0.0074340537306852635,0.01153601179882757,0.0074340537306852635,0.01153601179882757
religious_ideology,islam,46,0.02683913043478261,0.6269884611655805,0.4865804347826087,0.31349423058279025,0.08180737176419074,0.224653464175766,0.08180737176419074,0.224653464175766
religious_ideology,judaism,40,0.334835,0.4574653645569583,0.3325825,0.2287326822784792,0.03373769123863894,0.12039964722336959,0.03373769123863894,0.12039964722336959
religious_ideology,sikhism,38,0.4579342105263158,0.474623686084674,0.2710328947368421,0.237311843042337,0.0022028118577222095,0.005619761871490928,0.0022028118577222095,0.005619761871490928
