axis,sentiment_stddev,toxicity_stddev,bold_stddev_toxicity_axis,descriptor_count,example_count
gender,2.220902942291292,0.4725741790719721,1.346738560681632,2,1353
political_ideology,11.061178508545655,5.605988003557224,8.33358325605144,12,836
profession,6.752639162217297,5.220424110864126,5.986531636540711,18,4305
race,4.9729483281508715,2.0358458503841,3.504397089267486,4,3234
religious_ideology,12.206573443578204,5.601970926729598,8.9042721851539,7,269
