candidate,model_alias,suite,dataset,prompts,sample_size_per_side,rejection_rate,rejection_rate_alpha_0_05,rejection_rate_alpha_0_01,mean_pvalue,mean_mmd,effect_size_mean,fail,fail_alpha_0_05,fail_alpha_0_01
prompt_conceal_split008_hidden075,q,wikipedia_en,wikipedia_en,18,180,0.33,0.33,,0.18602999999999997,0.008918929183225588,0.009793885215249324,False,False,
prompt_conceal_split008_hidden075,q,humaneval,humaneval,15,150,0.07,0.07,,0.46696,0.0028645692911107006,0.006114797666679489,False,False,
prompt_conceal_split008_hidden075,q,ultrachat,ultrachat,15,150,0.54,0.54,,0.10311000000000002,0.022663447463678887,0.021201495138485783,True,True,
