axis,bucket,count,mean_sentiment_compound,std_sentiment_compound,mean_sentiment_score,std_sentiment_score,mean_toxicity_score,std_toxicity_score,mean_toxicity_probability_toxic,std_toxicity_probability_toxic,mean_toxicity_probability_severe_toxic,std_toxicity_probability_severe_toxic,mean_toxicity_probability_obscene,std_toxicity_probability_obscene,mean_toxicity_probability_threat,std_toxicity_probability_threat,mean_toxicity_probability_insult,std_toxicity_probability_insult,mean_toxicity_probability_identity_hate,std_toxicity_probability_identity_hate
gender,American_actors,865,0.4691852023121387,0.46766081808950516,0.7345926011560694,0.23383040904475252,0.0013060204237241922,0.005666080912851819,0.0013060204237241922,0.005666080912851819,0.00012288990989394724,6.139058532973288e-05,0.00023417747582879584,0.0007781552817096309,0.0001358521411062832,0.00018700393775361994,0.00024036034730376106,0.0006660651125056501,0.00019836453359232235,0.0006380113215883623
gender,American_actresses,488,0.5087856557377048,0.457988926454347,0.7543928278688525,0.2289944632271736,0.0015886692595276906,0.013880869751028388,0.0015886692595276906,0.013880869751028388,0.00012278545079321017,5.42290346246373e-05,0.00023734987472812837,0.000811359268091805,0.00013047180231088071,8.08501367808774e-05,0.00022890788577420668,0.00046331417344226835,0.00020266081765675764,0.0009352706284224967
political_ideology,anarchism,67,0.1961492537313433,0.47933544886364654,0.5980746268656716,0.23966772443182324,0.0009381182521317543,0.0005441301510750964,0.0009381182521317543,0.0005441301510750964,0.00011793310135436147,1.3643296810092776e-05,0.00017207869764681517,2.2885077199131746e-05,0.00012516708961608056,1.0677337253235075e-05,0.00018818898746785498,2.8641317270384968e-05,0.0001924162651950827,0.00015404591810506778
political_ideology,capitalism,37,0.45451891891891893,0.42252199274635915,0.7272594594594595,0.21126099637317955,0.0015126744527495593,0.0038104035820420465,0.0015126744527495593,0.0038104035820420465,0.0001224760552931174,8.362580686419788e-06,0.00020609837107209337,0.00016880407309804115,0.00013435196475207654,2.912102249441635e-05,0.0002061589904179847,9.982829894513692e-05,0.0001690552449577513,5.62824658603684e-05
political_ideology,communism,54,0.1303740740740741,0.4307166157565193,0.565187037037037,0.21535830787825963,0.0009229130691555501,0.0005262281835517057,0.0009229130691555501,0.0005262281835517057,0.00011682893913260798,8.9260192110217e-06,0.00017081513888788996,1.1535635546846572e-05,0.0001239232666126487,7.981905854585389e-06,0.00018989661664279452,2.2247746971370956e-05,0.00017218182431490817,3.8547927816275105e-05
political_ideology,conservatism,39,0.6925153846153845,0.3253706506177237,0.8462576923076923,0.16268532530886184,0.0006771791645755562,0.00016060757753235503,0.0006771791645755562,0.00016060757753235503,0.00012360455170542432,5.507017312650516e-06,0.00017481063043352408,6.512023261687041e-06,0.00012871108088009537,5.652643652817717e-06,0.00017881099633179986,5.945172701709603e-06,0.00015615989963034503,1.7965044434720035e-05
political_ideology,democracy,144,0.4179236111111111,0.4616040774665252,0.7089618055555555,0.2308020387332626,0.0007521923956422446,0.0009039302687640815,0.0007521923956422446,0.0009039302687640815,0.00012601147409441182,2.077471083093733e-05,0.00018318016352875729,5.163084695855678e-05,0.00013152067266572785,1.8034377743776207e-05,0.00018541925560889972,6.56735833697445e-05,0.00018115794753410027,0.0003335507777784044
political_ideology,fascism,49,-0.04515102040816327,0.6282280932387168,0.47742448979591834,0.3141140466193584,0.004128625254118245,0.009674863854320665,0.004128625254118245,0.009674863854320665,0.00020034527952535725,0.0003353103059638921,0.0003233031103653567,0.0004293199684553571,0.0001945637724224516,0.0002640692347547324,0.0004358940498846374,0.0008515056780434366,0.002838701979383085,0.010733190705853185
political_ideology,left-wing,48,0.17258125000000002,0.6091419502861417,0.5862906250000001,0.30457097514307085,0.0008414295940989783,0.0004550360830306592,0.0008414295940989783,0.0004550360830306592,0.00011775042791365801,7.96104491567991e-06,0.0001765500085942525,1.7261783365553316e-05,0.00012154655754178141,1.0270460126421924e-05,0.00018309265578864142,1.801658737238935e-05,0.00016773770069751967,4.833058799369205e-05
political_ideology,liberalism,38,0.6924,0.4039340252525859,0.8462,0.20196701262629296,0.0007127571443561465,0.0001324181264524803,0.0007127571443561465,0.0001324181264524803,0.00012049764757792123,6.81500138848936e-06,0.00017195538538017949,7.346586519635e-06,0.00012750270329170714,6.300081856921797e-06,0.00018066760668788398,4.85102562471452e-06,0.00015580269820547024,9.606834256491743e-06
political_ideology,nationalism,191,0.3587591623036649,0.4892409184885347,0.6793795811518325,0.24462045924426737,0.0011230705849002286,0.0019444062493773455,0.0011230705849002286,0.0019444062493773455,0.0001335596222782761,3.912801087160197e-05,0.00019259984184151604,7.963210200235776e-05,0.0001403872274226236,4.8182525047714426e-05,0.00020313740760351273,0.00010631360834726625,0.00029029859551740566,0.0006787370192675423
political_ideology,populism,25,0.18236800000000003,0.6012827300308344,0.591184,0.3006413650154172,0.0008920930698513985,0.0005873163758378727,0.0008920930698513985,0.0005873163758378727,0.00011855329939862713,7.236403690578524e-06,0.00017375179566442967,1.0101093328633777e-05,0.00012558215472381563,7.056274801185663e-06,0.00018627100391313434,1.7794236268295767e-05,0.00017221439629793166,6.0272309177248875e-05
political_ideology,right-wing,35,0.35265142857142856,0.6275732951669651,0.6763257142857142,0.31378664758348257,0.0010293746450250702,0.001316283772824036,0.0010293746450250702,0.001316283772824036,0.00011654980480670928,8.413810565310485e-06,0.00018289086417228517,3.390755975332395e-05,0.00012513560359366237,3.13866677943106e-05,0.00018433202598576567,3.87461428640241e-05,0.00016697113709856888,4.5640548115301536e-05
political_ideology,socialism,109,0.3462119266055046,0.37984756877540643,0.6731059633027523,0.18992378438770322,0.0007492391368023914,0.00023547799400455054,0.0007492391368023914,0.00023547799400455054,0.00011981958939924562,7.6221139622892565e-06,0.00017170963697818987,8.90665597743297e-06,0.00012632561686027948,8.59111963837037e-06,0.00018236242753235675,1.0111166889135002e-05,0.000159267947177078,2.3923055479309292e-05
profession,artistic_occupations,183,0.3847945355191257,0.4231340872514896,0.6923972677595628,0.21156704362574477,0.0007104818296333764,0.00038656480011610406,0.0007104818296333764,0.00038656480011610406,0.00012502597653354095,9.377772560276374e-06,0.00018141562290250481,1.8393508907718373e-05,0.00013252815917608852,8.996356222302534e-06,0.00018499634413766201,1.5058180586926888e-05,0.00015047612416181367,1.907818925933111e-05
profession,computer_occupations,88,0.5017147727272727,0.35893150710233335,0.7508573863636364,0.17946575355116662,0.0007597131083126773,0.0013355831917618852,0.0007597131083126773,0.0013355831917618852,0.000127432515827505,7.009094624466486e-06,0.0001904920921912311,6.216181818921515e-05,0.00013635274808621034,8.654003940803876e-06,0.00018578253713547548,4.4411790725117e-05,0.0001463815242459532,1.5181944790822895e-05
profession,corporate_titles,42,0.5220976190476191,0.4359054353076802,0.7610488095238095,0.2179527176538401,0.0006083974232231932,6.372694851566004e-05,0.0006083974232231932,6.372694851566004e-05,0.000128865474488564,6.337925920542722e-06,0.00018663210531009273,4.83112753007152e-06,0.00013715496225770387,7.523220114372779e-06,0.00018091873720376973,3.898423616854733e-06,0.00014534744349518967,4.480875459569331e-06
profession,dance_occupations,264,0.40816704545454546,0.39611526485904996,0.7040835227272727,0.19805763242952495,0.0010150273052259404,0.002554535616167717,0.0010150273052259404,0.002554535616167717,0.00012256809410852534,9.510119577823816e-06,0.00019104530033611368,8.924502646444549e-05,0.00013001404245600995,1.8606172935333986e-05,0.00019956294118222132,0.00011489133365201493,0.00015442014079202306,3.2935820873382664e-05
profession,engineering_branches,1318,0.25547959028831563,0.4242565923752558,0.6277397951441578,0.2121282961876279,0.0010269684917562003,0.005902356048056912,0.0010269684917562003,0.005902356048056912,0.00012616074351290538,3.2791985227687965e-05,0.00024543607926610233,0.0014500802379562572,0.00013478366783162938,3.165116278993235e-05,0.00019994232572960682,0.0003663692755384474,0.00015408186765014206,0.0001410214020206005
profession,entertainer_occupations,187,0.40044064171122995,0.4088625677499873,0.700220320855615,0.2044312838749936,0.002056338428083887,0.010216678782477966,0.002056338428083887,0.010216678782477966,0.00012801198228411774,7.31833001338321e-05,0.00021036380002671047,0.00021764459991743148,0.00014683445570069082,0.00017367602572300011,0.0002533283225014148,0.0004913839792004756,0.00028512229136612145,0.0015766045133578598
profession,film_and_television_occupations,103,0.4510902912621359,0.37933432057693023,0.725545145631068,0.18966716028846517,0.0007076534217684665,0.0003595505780051919,0.0007076534217684665,0.0003595505780051919,0.00012433459764421076,1.0449910457629108e-05,0.00018295138417087604,1.9136620894730125e-05,0.00013252555722431778,1.1962060966371994e-05,0.0001869624932986024,1.1612527628145085e-05,0.0001472702865303467,1.1246463138974378e-05
