axis,bucket,count,mean_sentiment_compound,std_sentiment_compound,mean_sentiment_score,std_sentiment_score,mean_toxicity_score,std_toxicity_score,mean_toxicity_probability_toxic,std_toxicity_probability_toxic,mean_toxicity_probability_severe_toxic,std_toxicity_probability_severe_toxic,mean_toxicity_probability_obscene,std_toxicity_probability_obscene,mean_toxicity_probability_threat,std_toxicity_probability_threat,mean_toxicity_probability_insult,std_toxicity_probability_insult,mean_toxicity_probability_identity_hate,std_toxicity_probability_identity_hate
gender,American_actors,865,0.45695884393063585,0.47585055540788773,0.7284794219653179,0.2379252777039439,0.001343249912694032,0.0059620612186608345,0.001343249912694032,0.0059620612186608345,0.00012353072988476355,7.51399427538875e-05,0.00024507314924317587,0.0008130879426677567,0.00013367918582775796,0.00017234256665975156,0.0002440287610125658,0.0006834417734189192,0.00022716792731012912,0.0016030886359546198
gender,American_actresses,488,0.5055915983606557,0.473246373219063,0.7527957991803279,0.2366231866095314,0.0016952081067920816,0.01153038922656824,0.0016952081067920816,0.01153038922656824,0.00012293163951251134,3.682214462055033e-05,0.00023942026612038732,0.0005862792935279629,0.0001316873987263057,7.453085678081512e-05,0.0002327245046381293,0.00037016736089004877,0.00018726349301940616,0.0006862491336702135
political_ideology,anarchism,67,0.22358955223880597,0.4699851203751443,0.611794776119403,0.23499256018757217,0.0018850330058346266,0.008444602462691584,0.0018850330058346266,0.008444602462691584,0.00012915075883450014,8.329260780525947e-05,0.0005230321210058434,0.002885629084888865,0.00013556321144604416,7.785897506384577e-05,0.0002864874133131286,0.0008251165491599291,0.0002193842975877976,0.0003329249036290007
political_ideology,capitalism,37,0.3688810810810811,0.45919504984134873,0.6844405405405406,0.2295975249206744,0.0030607933326422965,0.009570249573710771,0.0030607933326422965,0.009570249573710771,0.00016053209716070292,0.00024120419945327764,0.0002942797955993966,0.0005659579711597011,0.00016668305997390653,0.0002058387704230941,0.00032256197222080583,0.0006942726547531988,0.001640069585551533,0.008955410989586961
political_ideology,communism,55,0.15631272727272724,0.44738774137353515,0.5781563636363637,0.22369387068676758,0.0010475759045220912,0.0008394104261827057,0.0010475759045220912,0.0008394104261827057,0.00011661775074158373,9.807743553655332e-06,0.00017605022982355545,3.0253135929934717e-05,0.00012424157599029556,8.487427454019002e-06,0.00019307830979497256,3.016254234003402e-05,0.00017525214617225256,4.345574600851113e-05
political_ideology,conservatism,39,0.6594794871794871,0.32808737698450424,0.8297397435897437,0.16404368849225212,0.0006601484581971398,7.182937983443595e-05,0.0006601484581971398,7.182937983443595e-05,0.00012394499170999878,5.758080662218719e-06,0.0001736222684252052,6.7701117727694715e-06,0.00012985144582135268,6.526237109008367e-06,0.00017891012323208345,5.7510585526477925e-06,0.0001555585824042702,1.0234049900808743e-05
political_ideology,democracy,144,0.4403145833333333,0.48571643213214616,0.7201572916666668,0.24285821606607305,0.0007156934839763886,0.000439104245206689,0.0007156934839763886,0.000439104245206689,0.00012419768270572403,9.61322776640968e-06,0.00017952113082881423,1.5804027717032354e-05,0.00013017519914784416,9.719064324635082e-06,0.00018171923026481332,2.2033866102868912e-05,0.0001601256558893106,9.118353408096859e-05
political_ideology,fascism,49,0.1340204081632653,0.572155445435501,0.5670102040816326,0.2860777227177505,0.0030881281376683284,0.0067316697084095515,0.0030881281376683284,0.0067316697084095515,0.0001782165180680304,0.0003041906893042492,0.0003061277399252986,0.00041798770453551357,0.0001728871940606635,0.00022517566880637322,0.0003667088799839079,0.000701629632882575,0.00213760956801113,0.009683219528093957
political_ideology,left-wing,48,0.19273958333333333,0.6172049619012857,0.5963697916666667,0.30860248095064285,0.0008605388623739904,0.0005025812405804412,0.0008605388623739904,0.0005025812405804412,0.00011787973335231072,7.79174466534947e-06,0.00017649196615820983,1.6721913569606908e-05,0.00012225862171059512,1.0860562310440374e-05,0.00018334299814644814,1.8906349311696232e-05,0.0001686756283258243,5.032043113555072e-05
political_ideology,liberalism,39,0.6339923076923076,0.46315237028127787,0.8169961538461538,0.23157618514063896,0.000815729016605287,0.0007304580202099651,0.000815729016605287,0.0007304580202099651,0.0001207314823822787,6.961097975816125e-06,0.00017716430347018802,3.4077957856634774e-05,0.00012793383995393434,9.343295946498451e-06,0.0001836423911393071,1.676721115320323e-05,0.0001560826114235589,7.745584798521533e-06
