axis,bucket,count,mean_max_emotion_probability,std_max_emotion_probability,mean_prob_admiration,std_prob_admiration,mean_prob_amusement,std_prob_amusement,mean_prob_anger,std_prob_anger,mean_prob_annoyance,std_prob_annoyance,mean_prob_approval,std_prob_approval,mean_prob_caring,std_prob_caring,mean_prob_confusion,std_prob_confusion,mean_prob_curiosity,std_prob_curiosity,mean_prob_desire,std_prob_desire,mean_prob_disappointment,std_prob_disappointment,mean_prob_disapproval,std_prob_disapproval,mean_prob_disgust,std_prob_disgust,mean_prob_embarrassment,std_prob_embarrassment,mean_prob_excitement,std_prob_excitement,mean_prob_fear,std_prob_fear,mean_prob_gratitude,std_prob_gratitude,mean_prob_grief,std_prob_grief,mean_prob_joy,std_prob_joy,mean_prob_love,std_prob_love,mean_prob_nervousness,std_prob_nervousness,mean_prob_optimism,std_prob_optimism,mean_prob_pride,std_prob_pride,mean_prob_realization,std_prob_realization,mean_prob_relief,std_prob_relief,mean_prob_remorse,std_prob_remorse,mean_prob_sadness,std_prob_sadness,mean_prob_surprise,std_prob_surprise,mean_prob_neutral,std_prob_neutral
None,(none),16,0.6603500135242939,0.2104477493693036,0.17488305034930818,0.27886673045046845,0.022881761513417587,0.08219791478992927,0.013236988641438074,0.03633739249450873,0.05089603671513032,0.11370249049687872,0.0862274135579355,0.08565740700988468,0.06914710555429338,0.16141973109788493,0.06613930338426144,0.2254689899215054,0.05051027801710006,0.12547540205658664,0.029719221562118037,0.05698595687713179,0.044443982682423666,0.0649069260230864,0.07410062884446234,0.12629564108556088,0.008074165252764942,0.021403696995427834,0.0023841515358071774,0.0020666761552612573,0.01087735496548703,0.018931255077554505,0.0026565252592263278,0.0025191011737065784,0.00417656040735892,0.005381330414035837,0.002732682230998762,0.0038732426613549004,0.03525004073890159,0.06844029683378548,0.15408290592313278,0.3224516226027815,0.004812104870325129,0.009580551623578504,0.012476302501454484,0.010047171002570332,0.004092852899702848,0.0072269361938962695,0.02292116792523302,0.020138811609092342,0.0035801766371150734,0.0032672870131058326,0.004225769769618637,0.00678977181697836,0.10506356176483678,0.23733200584571237,0.003077067289268598,0.00440533527225357,0.23049903893843293,0.2819481194999632
ability,(none),544,0.5963458840406555,0.17649121020094843,0.062405574255000616,0.16063392505933796,0.006289481963476111,0.04754555001318563,0.02419779646644362,0.07651939203160492,0.07443241722648963,0.1387218669035776,0.10417196648375145,0.13797864772636023,0.06370013312099378,0.1475855612207224,0.04481886541939543,0.11196330901126296,0.08478238293649637,0.18250651639036633,0.08375662815802463,0.1894579127115492,0.056436774146705455,0.1042435609555998,0.055126135054867034,0.10854243417130378,0.009293575230164124,0.024598611369764226,0.006808346428870744,0.045004697544400174,0.006431435808735841,0.03534934313763915,0.006330074969649585,0.033869617902358644,0.005313062212441283,0.04396778843064342,0.002538662902011043,0.004697582096432802,0.021305620697228946,0.09342732149500263,0.04151110806758558,0.15696229714852009,0.007955075884076316,0.03128947687992708,0.03308297944878338,0.08202460111741659,0.007653418762495623,0.04232491435957336,0.03271746153897017,0.058771178164223226,0.006115359193833736,0.01360103236848073,0.004100781602654238,0.008012471337435942,0.06576218373041176,0.16372299953496144,0.0025627852434327533,0.008427256336120879,0.3097699024313924,0.26405369312443516
ability,auditory,68,0.5987002709332634,0.174208743683663,0.09412086998225491,0.20206962360867958,0.00246727025232223,0.0038941877314057714,0.027395692455363187,0.10524246140535948,0.06821819412631586,0.12541994434505296,0.09589409345404848,0.126919525429646,0.035059810754747185,0.08691677964992975,0.08669010402038968,0.20279440450209232,0.08047441927834263,0.1599014561635183,0.07283663385126549,0.17533263671210816,0.06533811250804267,0.12052981070677621,0.03637958189595819,0.057114771166199244,0.005602835981442374,0.009823446920228369,0.0032883637202972106,0.005046854682014492,0.008875507785192253,0.028709887037875154,0.00495965429367703,0.013477747708090708,0.017243900999721305,0.11523588350725221,0.002095769665602882,0.0034085651086359836,0.03496320027625188,0.13740885165549757,0.017174474054413354,0.09543513582251144,0.006403665784626569,0.012006144431555042,0.01683644425836118,0.0340213898943631,0.003313432794985762,0.00679858056073322,0.031262271698591686,0.05614613917034955,0.004934197277607917,0.009051806007581022,0.0029299796485301,0.0040278299202908385,0.0677212353578344,0.16840388961116987,0.0028414641013060804,0.0034537919792648245,0.3092858903383946,0.26229019440394524
ability,intellectual_and_developmental,17,0.5654161642579472,0.14107900055561326,0.13394915064632454,0.2515064097642861,0.005698052094564499,0.017002372307941476,0.013748221003505237,0.01649269922596414,0.10242119486279347,0.11838418980076947,0.11153844913796467,0.119079294571579,0.026448540752479696,0.044529100713258836,0.019612145709449098,0.050689539613542535,0.020760364845901838,0.05948323607367509,0.06380297625026501,0.16268551875475512,0.11588993691839278,0.13703396133186146,0.1175164357649491,0.1785454022669244,0.004541675241746227,0.0032299626080590223,0.0032864370167611495,0.0029397163044690834,0.006917339093942086,0.012539190780497136,0.002555978364612469,0.002491857765007584,0.002784548864891643,0.0031381044069722116,0.0022779075404875636,0.0025857662157012778,0.04891107736073215,0.13147763940360402,0.04697816292686826,0.18074962391633456,0.005797721337705084,0.009932015989509544,0.048571187420748174,0.13759182595127328,0.006923921906170161,0.014471979380285611,0.033868985195808554,0.031483507858356595,0.006445674759828869,0.008313877211600427,0.0040827251179828584,0.005293019475383356,0.08604366411728893,0.18907060922693125,0.0024694697434931774,0.003419364036374846,0.210569142966586,0.21182698627412858
ability,mobility,85,0.6157960400861853,0.19699557136194898,0.07633022780064494,0.18615821448326125,0.007468510274638367,0.03284594821067737,0.011625244362307165,0.025151764721984143,0.03892837913487764,0.056972522803124925,0.11364217053770143,0.13739166630610786,0.05556969057207051,0.131357142401794,0.025269392527886392,0.0744032948042205,0.05765524021185496,0.1535165656774645,0.08844301036887747,0.21174043759194885,0.04903496326878667,0.10237656534086545,0.056281049930326205,0.12403978937883704,0.008976896580390852,0.028135545312753234,0.0029551388598252635,0.005501991677226384,0.021192564913551048,0.0878577580665469,0.00336579560637748,0.004460743536202467,0.015053150490241344,0.10215044526967881,0.002576197564485483,0.003178916580344345,0.05855680464883335,0.14416468747558223,0.08570249494548668,0.24269208616380913,0.0047835530057508385,0.006994970941557823,0.02710342620882918,0.04866466840302889,0.011647650496203877,0.051327398978331176,0.036665142815121836,0.06263194763569616,0.015756117667222177,0.02976876535834161,0.003648490923189777,0.005712559008093594,0.060640503256581726,0.14897827884346493,0.003124785969403627,0.007735701378116527,0.295575613988673,0.27097657798933933
ability,neurological,119,0.5632879150514843,0.1761920560443937,0.09524634356723957,0.2014483743158468,0.007895827179670944,0.040262711350900655,0.01889423352613372,0.051300304827096854,0.06672788124938472,0.1321593767326161,0.13154448908479774,0.16142364672369441,0.020289453773215383,0.03908581971657785,0.06392887074787937,0.13301665030599458,0.07683444979278754,0.16962576539188517,0.09753382236045245,0.21114583083619645,0.04426836505817922,0.07811409257119235,0.06260321150776468,0.11171949634353162,0.005688390190744412,0.010426814711217144,0.004690618183563596,0.010396712397143348,0.014716697252695957,0.05620246562325188,0.004367315879545542,0.009174882225589823,0.003927803016267717,0.006755555693738357,0.0018883260060395231,0.0026037604781134196,0.039702621287619304,0.1405963558657345,0.022873487533852772,0.11906425582084734,0.0063567065165237285,0.015137964461317497,0.028936135426101062,0.06788751067902772,0.018796570783760055,0.0740939470430102,0.046943818624013985,0.07882469129886659,0.007417395291874428,0.01702155896452796,0.002882320299586125,0.00507117720452035,0.04199051918675184,0.12258187789531451,0.00410526361024915,0.012661816463325263,0.2816989287076628,0.23560258111874322
ability,speech,51,0.5975756353023005,0.1843700843661965,0.06283933062142893,0.13062363429888413,0.019515324685854984,0.12056684739764066,0.021995039558604212,0.05751752851570417,0.08222472007550738,0.15405821863254968,0.11441873483286769,0.17053757118949986,0.07981620603309506,0.19916109559717837,0.047775993234359236,0.11814319184435888,0.07423230038051877,0.14480495797432372,0.0936427311560906,0.19540500030162633,0.06648480385660614,0.11598054606270107,0.05009779774163868,0.10288718900299268,0.01615532129254265,0.06862995910233709,0.004420636163558811,0.007870226674981072,0.01647625964388306,0.06154876545087124,0.004228399338328517,0.00677120604604572,0.014276311042611305,0.07709596212650728,0.0018541945273504027,0.002064684057026247,0.010319156516868365,0.022364277107047015,0.05402337079844894,0.1920761442609756,0.00968463977430171,0.023785651050843973,0.04991952880221766,0.09589608765522752,0.0025454983715819395,0.004198918396393916,0.037770042958322404,0.05978615526480186,0.0032672554950170475,0.003036850125679932,0.00501266037377611,0.008161345309157533,0.04816025040139828,0.10092160557022808,0.0042530580951065265,0.010304727324197358,0.2668419366008511,0.28093016507358115
ability,unspecific,102,0.5957741056587181,0.18592554050317073,0.04333175866072541,0.11101246539288458,0.001713036597756596,0.0012688908727094752,0.0306681157460701,0.08236934047853658,0.08590983695752334,0.1410499436667005,0.09905246008808415,0.15409559324537564,0.05162322117750734,0.14944694343423856,0.08210288452819976,0.20626205176425727,0.04535076361949619,0.12601249426715538,0.11578299383365769,0.21204347220245084,0.0608620178194114,0.08994321622621299,0.09918498254025027,0.1572126074354455,0.010840141154510681,0.02664416203226743,0.0045067179350606985,0.01006273034800872,0.005408668048011011,0.015533389095021612,0.017942913452119968,0.07041965479727696,0.0123821755478275,0.08732902519889553,0.003115673627368832,0.004197370496589654,0.019178693359101412,0.08559398750167992,0.061631499297172744,0.21101019239285748,0.016267799667320122,0.04187706149498233,0.02422215221974743,0.040026467051023445,0.004119833667573403,0.01787569035427577,0.023001506767126128,0.01993067765809333,0.005062324099936614,0.009230458328583132,0.0057159973677663204,0.008132572053475905,0.08971723972411151,0.18841432682207698,0.003708818237189952,0.011728360933974094,0.23827200886044725,0.22920510200347757
ability,visual,69,0.591255329657292,0.16697867150575088,0.06191479615222636,0.1689500239940341,0.0027630679048699044,0.008755420321162562,0.02248147876082879,0.08074983510157618,0.07032740409013585,0.12051916490101618,0.119708644685106,0.16429386656975073,0.02764460549392886,0.08098454885064037,0.09654276556355636,0.20766091599611564,0.06918623570675043,0.1522267668087096,0.07640812071748888,0.17676694278750194,0.05299958637814321,0.07580115714888368,0.08380461222681122,0.14576632088560382,0.008429748626203154,0.026688949762575676,0.003336189302912765,0.004099635233385065,0.011296392117704576,0.06593005404290661,0.004174177957938282,0.0051567485960848074,0.016696424111285232,0.11858642760782735,0.0015435290514015714,0.0020514613266247868,0.006008712844788164,0.009424685769970765,0.04666868181927872,0.18110385020809497,0.005100754105681688,0.007943971787725405,0.03218511950420351,0.09239445201274747,0.002183450247315889,0.0035719641016870867,0.03746484962049062,0.044374578248144815,0.0039000181621278002,0.005838785880066213,0.002475666722022942,0.0031921220703088676,0.037987485842651054,0.10099773714811623,0.0041453094268892555,0.007965470587056189,0.30892241110458324,0.2477420682526096
age,(none),16,0.5038756038993597,0.24710108143983275,0.009860711870715022,0.019086625210009745,0.014733017171238316,0.051025288824504224,0.012571251289045904,0.02447300820889382,0.06695401790784672,0.10753218007790373,0.033930003322893754,0.02999863682226254,0.01058553945767926,0.020343622257586676,0.10674446260600234,0.22337620668079708,0.06871451140796125,0.12027651055190133,0.22251866042643087,0.2894729219100211,0.09154873338411562,0.16142674451934402,0.02611004185746424,0.032552480733079134,0.005954371867119335,0.00629980702646245,0.0032180875750782434,0.0038847374460783336,0.013832431381160859,0.0289428623480779,0.004927984500682214,0.004640704557632606,0.0009979641617974266,0.0009237334397789299,0.0013431499046419049,0.000747441233498,0.026382799023849657,0.07588826074427428,0.01182221826093155,0.02522521957510497,0.008485705473503913,0.01065508572714007,0.02977335649484303,0.03448115993657257,0.0013890590162191074,0.0016990854221980854,0.029151630820706487,0.041161179224731094,0.002198667714765179,0.0019770959334037145,0.0032235985818260815,0.0030878955066675805,0.023155927054176573,0.038100386988853596,0.003803923369559925,0.0040564814576341075,0.240202845656313,0.22612069361710638
