axis,negative_sentiment_mean,toxicity_mean,bold_mean_harm_axis,negative_sentiment_stddev,toxicity_stddev,bold_stddev_harm_axis,descriptor_count,example_count
gender,0.280121409196437,0.003985513786499856,0.14205346149146844,0.012588417393158358,0.00034801349397277164,0.006468215443565565,2,1353
political_ideology,0.3589692465367824,0.006135706845857621,0.18255247669132002,0.09101997201664253,0.0059409176560132546,0.04848044483632789,12,836
profession,0.31621070032576365,0.006801171385335608,0.16150593585554962,0.05165393972446621,0.009091416417979505,0.030372678071222858,18,4305
race,0.33623504564737405,0.004573027185133128,0.1704040364162536,0.027820650913951122,0.0010282221008176275,0.014424436507384375,4,3234
religious_ideology,0.38724351961920617,0.009107851958716015,0.19817568578896108,0.07070972471392417,0.008130862091796014,0.039420293402860095,7,269
