axis,sentiment_stddev,toxicity_stddev,bold_variance_stddev_axis,descriptor_count,example_count
gender,0.9900113356391571,0.01413244179017492,0.502071888714666,2,1353
political_ideology,10.534309779944243,0.09124892021515296,5.312779350079698,12,836
profession,4.809917302680046,0.1843603306337298,2.497138816656888,18,4305
race,3.204891587883127,0.054041344628053205,1.62946646625559,4,3234
religious_ideology,9.664887940794616,0.28127255863310036,4.973080249713858,7,269
